Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Tenes guardias,Cuanto cobras por guardia (en tu moneda local),"Porcentaje, bruto o neto",Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a Enero 2016,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion este ano,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio,Beneficios extra
Hombre,21 - 23,Cordoba,1 - 2,Menos de un ano,Developer,Full-Time,11200,742,Neto,10,,Python,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,No,0,Si,Desafios profesionales,Capacitaciones y/o cursos
Hombre,27 - 30,Provincia de Buenos Aires,3 - 5,Menos de un ano,Developer,Full-Time,11200,742,Neto,200,,CSS;HTML;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles;Snacks, golosinas, bebidas, etc"
Hombre,31 - 33,Tucuman,1 - 2,1 - 2,Developer,Full-Time,11200,742,Neto,500,,CSS;HTML;Javascript;jQuery;NodeJS;PHP,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,Uno,2.5,No,No cambie de empresa,Guarderia;Horarios flexibles
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1 - 2,Menos de un ano,Developer,Full-Time,11200,742,Neto,1001,,.NET,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,Developer,Full-Time,11205,742,Neto,50,,Genexus,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,Uno,25,No,No cambie de empresa,Aumento por inflacion;Capacitaciones y/o cursos;Comidas pagas/subvencionadas
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5 - 7,1 - 2,SysAdmin / DevOps,Full-Time,11200,742,Bruto,200,Linux;Windows;AWS / Rackspace;Azure;VMWare,,,,,No,0,Bruto,2,1,No,No recibo bono,Uno,15,No,No cambie de empresa,"Abono de celular y/o Internet;Capacitaciones y/o cursos;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,5 - 7,4 - 5,Developer,Part-Time,11200,742,Neto,500,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,15,No,No cambie de empresa,Clases de idiomas;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Mujer,27 - 30,Provincia de Buenos Aires,1 - 2,1 - 2,HelpDesk,Full-Time,11200,742,Neto,200,,,,,,No,0,Porcentaje de mi sueldo,4,5,No,No recibo bono,Uno,20,No,No cambie de empresa,"Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc)"
Mujer,31 - 33,Ciudad Autonoma de Buenos Aires,5 - 7,3 - 4,HelpDesk,Full-Time,11200,742,Bruto,1001,,,,,,"Si, pasiva",250,Bruto,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,3 - 5,Menos de un ano,Networking,Full-Time,11250,745,Neto,100,,,,,,"Si, pasiva",0,Neto,3,2,No,No recibo bono,No,0,Si,Desafios profesionales,Ninguna de las anteriores
Hombre,21 - 23,GBA,3 - 5,1 - 2,analista,Full-Time,11300,749,Neto,1000,,,,,,,,,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa,"Snacks, golosinas, bebidas, etc"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,DBA,Full-Time,11300,749,Neto,50,,,,,MSSQL,No,0,Neto,4,3,No,No recibo bono,Uno,23,Si,Salario,Aumento por inflacion
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1 - 2,Menos de un ano,Developer,Full-Time,11300,749,Neto,50,,.NET;C#,,,,No,0,Neto,2,2,No,No recibo bono,Uno,15,No,No cambie de empresa,WFH (Trabajar desde casa);Trabajo de casa 1 vez a la semana y flexibilidad en caso de imprevistos.
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1 - 2,Menos de un ano,Developer,Part-Time,11300,749,Neto,1000,,Java;Ruby;Scala,,,,No,0,Porcentaje de mi sueldo,4,5,Un sueldo,Performance de la compania,Uno,30,No,No cambie de empresa,Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Descuentos en gimnasios;Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Hombre,41 - 45,Cordoba,8 - 10,1 - 2,HelpDesk,Full-Time,11300,749,Neto,1001,,,,,,No,0,Bruto,3,1,No,No recibo bono,No,0,Si,horario conveniente,"Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,27 - 30,Provincia de Buenos Aires,3 - 5,Menos de un ano,QA / Tester,Full-Time,11300,749,Bruto,200,,,Funcional,Selenium,,,,,2,1,No,No recibo bono,Uno,23,No,No cambie de empresa,Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Playroom;Viajes al exterior;WFH (Trabajar desde casa)
Hombre,24 - 26,Santa Fe,1 - 2,1 - 2,QA / Tester,Full-Time,11300,749,Neto,500,,,Funcional,TFS,,,,,1,1,Menos de un sueldo,Performance individual,Uno,25,No,No cambie de empresa,"Abono de celular y/o Internet;Bonos por desempeno;Comidas pagas/subvencionadas;Descuentos en gimnasios;Guarderia;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,Soporte de it,Full-Time,11300,749,Neto,50,,,,,,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Clases de idiomas;Laptop
Hombre,27 - 30,GBA,5 - 7,1 - 2,HelpDesk,Full-Time,11370,753,Bruto,500,,,,,,No,0,Porcentaje de mi sueldo,3,4,Menos de un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa,"Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5 - 7,5 - 6,SysAdmin / DevOps,Full-Time,11400,755,Neto,200,Linux;Windows,,,,,No,0,Bruto,2,3,No,No recibo bono,Uno,20,No,No cambie de empresa,Aumento por inflacion;Capacitaciones y/o cursos;Playroom
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,1 - 2,HelpDesk,Full-Time,11400,755,Neto,200,,,,,,"Si, pasiva",1200,Bruto,4,3,No,No recibo bono,Uno,17,No,No cambie de empresa,Abono de celular y/o Internet;Clases de idiomas;Home office
Hombre,27 - 30,Santa Fe,1 - 2,1 - 2,Soporte Tecnico,Full-Time,11416,756,Neto,50,,,,,,,,,2,3,No,No recibo bono,Uno,20,No,No cambie de empresa,"Capacitaciones y/o cursos;Clases de idiomas;Snacks, golosinas, bebidas, etc"
Hombre,18 - 20,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,HelpDesk,Full-Time,11475,760,Neto,50,,,,,,No,0,Porcentaje de mi sueldo,3,1,No,No recibo bono,Uno,10,No,No cambie de empresa,Comidas pagas/subvencionadas
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,Consultor en comercio Exterior,Full-Time,11500,762,Bruto,50,,,,,,,,,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,3 - 5,Menos de un ano,Developer,Full-Time,11500,762,Neto,10,,CSS;HTML;Javascript;jQuery;PHP;Sass,,,,No,0,Porcentaje de mi sueldo,3,3,Menos de un sueldo,contrato,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Cordoba,1 - 2,Menos de un ano,Developer,Full-Time,11500,762,Neto,10,,CSS;HTML;Java;Javascript,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,No,0,Si,Desafios profesionales,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,Developer,Full-Time,11500,762,Bruto,100,,CSS;HTML;Java;Javascript;jQuery;NodeJS,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Descuentos en gimnasios
Hombre,37 - 40,Santa Fe,5 - 7,4 - 5,Developer,Full-Time,11500,762,Bruto,500,,.NET;C#,,,,No,0,Bruto,2,1,No,No recibo bono,No,45,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Full-Time,11500,762,Bruto,1001,,.NET;VB *,,,,No,0,Porcentaje de mi sueldo,3,4,No,No recibo bono,No,0,No,No cambie de empresa,"Aumento por inflacion;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,27 - 30,Santa Fe,5 - 7,6 - 7,Field Service,Full-Time,11500,762,Bruto,1001,,,,,,,,,2,1,No,No recibo bono,Uno,15,No,No cambie de empresa,Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Laptop;Viaticos
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,HelpDesk,Full-Time,11500,762,Bruto,10,,,,,,"Si, activa",0,Porcentaje de mi sueldo,5,5,No,No recibo bono,Dos,30,No,No cambie de empresa,"Clases de idiomas;Cuota para universidad;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Guarderia;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3 - 5,2 - 3,HelpDesk,Full-Time,11500,762,Neto,50,,,,,,No,11500,Neto,1,1,No,No recibo bono,Uno,30,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5 - 7,1 - 2,HelpDesk,Full-Time,11500,762,Neto,100,,,,,,No,0,Neto,2,2,Menos de un sueldo,Performance individual,Uno,14,No,No cambie de empresa,"Bonos por desempeno;Comidas pagas/subvencionadas;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Snacks, golosinas, bebidas, etc"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,8 - 10,Menos de un ano,HelpDesk,Full-Time,11500,762,Neto,100,,,,,,No,0,Porcentaje de mi sueldo,3,4,No,No recibo bono,Uno,13,No,No cambie de empresa,Aumento por inflacion;Bonos por desempeno;Ninguna de las anteriores
Hombre,31 - 33,Provincia de Buenos Aires,10+,1 - 2,HelpDesk,Full-Time,11500,762,Neto,200,,,,,,"Si, pasiva",0,Neto,3,3,No,No recibo bono,Uno,20,Si,Salario,Comidas pagas/subvencionadas
Hombre,27 - 30,Cordoba,1 - 2,1 - 2,HelpDesk,Full-Time,11500,762,Neto,1001,,,,,,"Si, activa",680,Bruto,4,4,Menos de un sueldo,Convenio Paritarias,No,0,No,No cambie de empresa,"Abono de celular y/o Internet;Capacitaciones y/o cursos;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);Viaticos"
Hombre,24 - 26,Cordoba,5 - 7,Menos de un ano,HelpDesk,Full-Time,11500,762,Neto,1001,,,,,,"Si, pasiva",750,Neto,4,4,No,No recibo bono,Uno,10,Si,DESVINCULACION,Bonos por desempeno
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,HelpDesk,Full-Time,11500,762,Neto,1001,,,,,,No,0,Bruto,1,1,No,No recibo bono,Uno,26,No,No cambie de empresa,"Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);WFH (Trabajar desde casa)"
Hombre,27 - 30,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,IT,Full-Time,11500,762,Bruto,10,,,,,,,,,2,1,No,No recibo bono,No,0,Si,No cambie de empresa,Ninguna de las anteriores
Hombre,37 - 40,Jujuy,10+,1 - 2,Networking,Full-Time,11500,762,Neto,50,,,,,,No,0,Bruto,4,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,3 - 5,2 - 3,QA / Tester,Full-Time,11500,762,Neto,500,,,Automation,"HP LoadRunner;Qtp, alm",,,,,1,2,Menos de un sueldo,Performance individual,Dos,30,No,No cambie de empresa,Bonos por desempeno;Clases de idiomas;Laptop
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,sistemas,Full-Time,11500,762,Neto,50,,,,,,,,,2,1,No,No recibo bono,No,5,No,No cambie de empresa,Abono de celular y/o Internet;Comidas pagas/subvencionadas
Hombre,24 - 26,GBA,3 - 5,1 - 2,Soporte,Full-Time,11500,762,Neto,50,,,,,,,,,2,1,No,No recibo bono,Uno,30,Si,Salario,Aumento por inflacion
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5 - 7,1 - 2,Soporte Tecnico,Full-Time,11500,762,Neto,1001,,,,,,,,,3,3,No,No recibo bono,Uno,14,No,Salario,"Comidas pagas/subvencionadas;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Snacks, golosinas, bebidas, etc"
Hombre,21 - 23,GBA,1 - 2,1 - 2,Support,Full-Time,11500,762,Bruto,10,,,,,,,,,4,3,No,No recibo bono,No,0,No,No cambie de empresa,Aumento por inflacion;Capacitaciones y/o cursos
Hombre,27 - 30,GBA,5 - 7,1 - 2,SysAdmin / DevOps,Full-Time,11500,762,Neto,100,Linux;Windows,,,,,No,0,Porcentaje de mi sueldo,2,1,Menos de un sueldo,Performance individual,Dos,14,No,Salario,"Bonos por desempeno;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Snacks, golosinas, bebidas, etc"
Hombre,27 - 30,Cordoba,5 - 7,3 - 4,SysAdmin / DevOps,Full-Time,11500,762,Neto,200,Linux;Windows;VMWare,,,,,"Si, pasiva",0,Porcentaje de mi sueldo,2,3,Un sueldo,Mix de las anteriores,Uno,20,No,No cambie de empresa,Capacitaciones y/o cursos;Comidas pagas/subvencionadas
Hombre,34 - 36,Misiones,10+,1 - 2,SysAdmin / DevOps,Full-Time,11500,762,Neto,500,HP-UX;Linux;Solaris;Windows;OpenStack;VMWare,,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,Uno,16,No,No cambie de empresa,Ninguna de las anteriores
Hombre,37 - 40,Provincia de Buenos Aires,10+,4 - 5,SysAdmin / DevOps,Full-Time,11500,762,Bruto,500,Linux;Windows,,,,,"Si, pasiva",0,Neto,2,3,Menos de un sueldo,Presentismo,Uno,20,No,No cambie de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Freelance,11500,762,Bruto,500,,CSS;HTML;Java;Javascript;jQuery;Plsql,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Uno,18,No,No cambie de empresa,"Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles;Snacks, golosinas, bebidas, etc"
Mujer,27 - 30,Santa Fe,1 - 2,1 - 2,Developer,Full-Time,11500,762,Neto,1001,,Java;Javascript;jQuery;PHP,,,,No,0,Porcentaje de mi sueldo,2,2,Menos de un sueldo,Performance individual,Dos,15,No,No cambie de empresa,Bonos por desempeno;Descuentos en gimnasios;WFH (Trabajar desde casa)
Mujer,27 - 30,GBA,3 - 5,3 - 4,HelpDesk,Full-Time,11500,762,Neto,500,,,,,,No,0,Porcentaje de mi sueldo,3,1,No,No recibo bono,No,0,No,No cambie de empresa,"Comidas pagas/subvencionadas;Snacks, golosinas, bebidas, etc"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,Developer,Full-Time,11600,768,Neto,1000,,.NET;C++;CSS;HTML;Java;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,3,2,Menos de un sueldo,Performance individual,No,0,No,No cambie de empresa,"Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Laptop;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;Viaticos;WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,4 - 5,HelpDesk,Full-Time,11600,768,Neto,50,,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa,Aumento por inflacion;Horarios flexibles
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3 - 5,Menos de un ano,HelpDesk,Part-Time,11600,768,Neto,50,,,,,,No,11600,Neto,4,4,Un sueldo,Aguinaldo,Uno,15,No,No cambie de empresa,Aumento por inflacion;Capacitaciones y/o cursos;Clases de idiomas;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,Developer,Full-Time,11600,768,Bruto,500,,C,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Mas de dos,30,No,No cambie de empresa,Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,1 - 2,Menos de un ano,Developer,Full-Time,11700,775,Bruto,50,,ABAP,,,,No,0,Bruto,3,3,No,No recibo bono,Uno,30,No,No cambie de empresa,"Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Laptop;Snacks, golosinas, bebidas, etc"
Hombre,24 - 26,Corrientes,3 - 5,2 - 3,HelpDesk,Full-Time,11700,775,Neto,500,,,,,,No,11700,Neto,3,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Cordoba,3 - 5,2 - 3,HelpDesk,Part-Time,11700,775,Neto,1000,,,,,,No,0,Porcentaje de mi sueldo,4,3,No,No recibo bono,Uno,20,No,No cambie de empresa,Abono de celular y/o Internet;Capacitaciones y/o cursos;Horarios flexibles
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5 - 7,1 - 2,HelpDesk,Part-Time,11700,775,Neto,1001,,,,,,No,0,Neto,3,1,Un sueldo,sindicato,No,0,No,No cambie de empresa,"Snacks, golosinas, bebidas, etc"
Hombre,24 - 26,GBA,3 - 5,3 - 4,Tecnico,Full-Time,11700,775,Neto,50,,,,,,,,,2,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,GBA,3 - 5,2 - 3,HelpDesk,Full-Time,11800,782,Neto,500,,,,,,No,0,Neto,3,2,No,No recibo bono,No,0,Si,Salario,Bonos por desempeno
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,Infosec,Part-Time,11800,782,Neto,1001,,,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,Uno,30,No,No cambie de empresa,Capacitaciones y/o cursos;Descuentos en gimnasios
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,Middleware,Full-Time,11800,782,Neto,1001,,,,,,,,,3,4,No,No recibo bono,Uno,15,No,No cambie de empresa,"Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,8 - 10,5 - 6,HelpDesk,Full-Time,11880,787,Neto,1000,,,,,,No,0,Neto,3,2,No,No recibo bono,Uno,15,No,No cambie de empresa,"Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles"
Hombre,31 - 33,GBA,3 - 5,3 - 4,HelpDesk,Full-Time,11900,788,Neto,1001,,,,,,"Si, pasiva",300,Neto,1,1,No,No recibo bono,Uno,25,No,No cambie de empresa,Comidas pagas/subvencionadas
Hombre,24 - 26,Santa Fe,3 - 5,4 - 5,IT,Full-Time,11900,788,Neto,1000,,,,,,,,,3,3,Menos de un sueldo,Fijo mantenimiento,Dos,20,No,No cambie de empresa,Aumento por inflacion;Descuentos en gimnasios;Horarios flexibles
Hombre,24 - 26,Neuquen,Menos de un ano,Menos de un ano,asistente tecnico,Full-Time,12000,795,Neto,10,,,,,,,,,2,2,No,No recibo bono,Uno,17,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3 - 5,1 - 2,Auditor De Sistemas,Full-Time,12000,795,Neto,1001,,,,,,,,,3,1,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Laptop"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5 - 7,5 - 6,DBA,Full-Time,12000,795,Neto,1001,,,,,MSSQL;Oracle,No,0,Neto,2,2,No,No recibo bono,Uno,31,No,No cambie de empresa,Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,31 - 33,Mendoza,5 - 7,3 - 4,Designer,Full-Time,12000,795,Bruto,10,,,,,,,,,3,3,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Cordoba,3 - 5,2 - 3,Designer,Full-Time,12000,795,Neto,10,,,,,,,,,2,2,No,No recibo bono,Uno,15,No,No cambie de empresa,Comidas pagas/subvencionadas
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3 - 5,4 - 5,Designer,Full-Time,12000,795,Neto,10,,,,,,,,,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa,"Snacks, golosinas, bebidas, etc"
Hombre,37 - 40,Jujuy,10+,4 - 5,Designer,Part-Time,12000,795,Neto,50,,,,,,,,,3,2,No,No recibo bono,Uno,22,Si,Desafios profesionales,Aumento por inflacion
Hombre,21 - 23,GBA,1 - 2,Menos de un ano,Designer,Freelance,12000,795,Neto,1001,,,,,,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8 - 10,1 - 2,Designer/Support/PM/SysAdmin,Full-Time,12000,795,Neto,500,,,,,,,,,1,1,Menos de un sueldo,Performance individual,No,0,No,No cambie de empresa,"Abono de celular y/o Internet;Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Descuentos en gimnasios;Laptop;Playroom;Snacks, golosinas, bebidas, etc;Stock options;Viajes al exterior"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1 - 2,Menos de un ano,Developer,Full-Time,12000,795,Neto,10,,CSS;HTML;Javascript;PHP;Wordpress,,,,No,0,Porcentaje de mi sueldo,3,4,No,No recibo bono,No,0,Si,Salario,Ninguna de las anteriores
Hombre,21 - 23,Cordoba,3 - 5,2 - 3,Developer,Full-Time,12000,795,Neto,10,,.NET;C#;HTML;jQuery,,,,No,0,Neto,3,2,Menos de un sueldo,Performance individual,Dos,25,No,No cambie de empresa,Horarios flexibles
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,1 - 2,Menos de un ano,Developer,Part-Time,12000,795,Bruto,10,,Java,,,,No,0,Bruto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,Developer,Full-Time,12000,795,Bruto,10,,.NET;C#;CSS;HTML;Java;Javascript;jQuery;Objective-C,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,No,0,No,No cambie de empresa,Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,12000,795,Neto,10,,CSS;HTML;Java;Javascript;jQuery;NodeJS;Python,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,Developer,Full-Time,12000,795,Neto,10,,CSS;HTML;Javascript;jQuery;PHP,,,,No,0,Neto,2,1,No,No recibo bono,Uno,30,No,No cambie de empresa,Horarios flexibles
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3 - 5,Menos de un ano,Developer,Full-Time,12000,795,Neto,10,,CSS;HTML;Javascript;jQuery,,,,No,0,Bruto,3,4,No,No recibo bono,Dos,10,Si,Desafios profesionales,Clases de idiomas;Laptop
Hombre,27 - 30,Provincia de Buenos Aires,3 - 5,2 - 3,Developer,Freelance,12000,795,Bruto,10,,HTML;Javascript;jQuery;PHP,,,,"Si, pasiva",115,Bruto,1,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,GBA,Menos de un ano,Menos de un ano,Developer,Freelance,12000,795,Neto,10,,.NET;C;C++;CSS;HTML;Java;Javascript;PHP,,,,No,0,Neto,4,5,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3 - 5,Menos de un ano,Developer,Freelance,12000,795,Bruto,10,,CSS;HTML;Javascript;jQuery;NodeJS,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,No,0,Si,Desafios profesionales,WFH (Trabajar desde casa)
