Me identifico,Tengo,Dónde estás trabajando,Años de experiencia,Años en la empresa actual,Años en el puesto actual,¿Gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Universidad,Realizaste cursos de especialización,¿Contribuís a proyectos open source?,¿Programás como hobbie?,Trabajo de,Plataformas,Lenguajes de programación,"Frameworks, herramientas y librerías",Bases de datos,QA / Testing,IDEs,¿Qué SO usás en tu laptop/PC para trabajar?,¿Y en tu celular?,¿Tenés guardias?,Cuánto cobrás por guardia,"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual BRUTO (en tu moneda local),Salario mensual NETO (en tu moneda local),¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto al último semestre,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en lo que va de 2019?,¿De qué % fue el ajuste?,¿En qué mes fue el último ajuste?,¿Sufriste o presenciaste situaciones de violencia laboral?,Orientación sexual,¿Tenés algún tipo de discapacidad?,¿Sentís que esto te dificultó el conseguir trabajo?,¿A qué eventos de tecnología asististe en el último año?,Cantidad de empleados,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,¿A cuántos kilómetros de tu casa queda la oficina?,Beneficios extra,"¿Cuáles considerás que son las mejores empresas de IT para trabajar en este momento, en tu ciudad?"
Mujer,30,Córdoba,5,2.5,2.5,0,Universitario,Completado,Ingeniería en Computación,UNC - Universidad Nacional de Córdoba,"Sí, de forma particular",No,Sí,Developer,"Azure, Docker, Linux",Java,Spring,"ElasticSearch, MongoDB, PostgreSQL","JUnit, Postman","IntelliJ, Notepad++, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,52000,41000,1,2,Menos de un sueldo,Mix de las anteriores,Uno,10,1,Jamás,Homosexual,,No,,11-50,Producto basado en Software,8,8,3,"Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)",Meli
Hombre,25,Ciudad Autónoma de Buenos Aires,3,1,1,0,Terciario,Incompleto,Tecnicatura Superior en Programación,,"Sí, de forma particular",No,Sí,Developer,,"CSS, HTML, Javascript","Node.js, React.js",,,"IntelliJ, Visual Studio Code",Mac OS X,Android,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,52000,42000,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,10,6,Jamás,Heterosexual,Visual,No,,501-1000,Producto basado en Software,9,9,3,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Estacionamiento gratuito / subvencionado, Guardería, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)",
Hombre,25,Ciudad Autónoma de Buenos Aires,4,1,4,0,Universitario,Incompleto,Licenciatura en Informática,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,QA / Tester,"Docker, Kubernetes, Linux","Groovy, HTML, Java, Javascript, Python, Scala, SQL","Bootstrap, Spring","Cassandra, ElasticSearch, PostgreSQL, Redis","Postman, karate",IntelliJ,Linux,Android,"Sí, activa",1500,Bruto,Full-Time,52000,42000,3,3,De uno a tres sueldos,Performance de la compañía,Uno,22,3,Jamás,Heterosexual,,,,101-200,Servicios / Consultoría de Software / Digital,10,10,20,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa), Cerveza",
Hombre,28,Ciudad Autónoma de Buenos Aires,5,4,2,0,Universitario,En curso,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,No,No,No,Developer,"Linux, IBM Broker","Java, Javascript",jQuery,SQLite,,"Eclipse, Notepad++, Sublime Text",Linux,Android,"Sí, pasiva",5000,Bruto,Full-Time,52000,42000,2,2,No,No recibo bono,Uno,15,4,Jamás,Heterosexual,,No,,201-500,Producto basado en Software,5,1,60,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Masajes, Playroom, WFH (Trabajar desde casa)",Mulesoft
Hombre,23,Ciudad Autónoma de Buenos Aires,2,1,0,1,Universitario,En curso,Ingeniería en Informática,UADE - Universidad Argentina De la Empresa,No,No,No,HelpDesk,Linux,,,,,,Mac OS X,Android,No,0,Porcentaje de mi sueldo,Full-Time,52000,42000,3,4,No,No recibo bono,No,0,0,Jamás,Heterosexual,Visual,No,,201-500,Otras industrias,10,10,20,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Playroom, Snacks, golosinas, bebidas, Sueldo dolarizado, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior",
Hombre,25,Santa Fe,3,3,0,0,Universitario,Completado,Licenciatura en Sistemas de Información,UCA - Universidad Católica Argentina,No,No,No,Developer,,"CSS, HTML, Javascript, TypeScript","Angular, Bootstrap, Drupal, jQuery",,,Visual Studio Code,Windows,Android,No,0,Bruto,Full-Time,52000,42000,3,2,Un sueldo,Performance individual,Uno,36,3,Jamás,Heterosexual,,,"DrupalCon, DevWeek",101-200,Producto basado en Software,8,9,1,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Sueldo dolarizado, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, WFH (Trabajar desde casa)","Globant, OZ, Avature"
Hombre,27,Ciudad Autónoma de Buenos Aires,5,1,1,0,Terciario,En curso,Analista de Sistemas,Ifts 18,"Sí, de forma particular",No,Sí,Developer,"Docker, Kubernetes, Linux","Bash/Shell, Javascript, Python","Bootstrap, Django, jQuery","MySQL, Redis",,,Linux,Android,No,0,Neto,Full-Time,52000,42500,3,4,No,No recibo bono,Uno,20,3,Jamás,Heterosexual,,No,"Pycon, nerdearla",51-100,Producto basado en Software,10,10,3,"Capacitaciones y/o cursos, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,30,Ciudad Autónoma de Buenos Aires,7,5,5,0,Universitario,Completado,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",Sí,Sí,Developer,"Linux, Windows Server",,,,,"Notepad++, Vim",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,52000,42824,2,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,,201-500,Otras industrias,4,7,6,"Clases de idiomas, Horarios flexibles",
Hombre,25,Ciudad Autónoma de Buenos Aires,4,3,3,0,Terciario,Completado,Tecnicatura en Informática,UADE - Universidad Argentina De la Empresa,"Sí, de forma particular",Sí,Sí,Developer,Windows Server,"CSS, HTML, Java, SQL, TypeScript","Angular, Bootstrap, PowerBuilder","SQLite, Sybase",,"Android Studio, Atom, Sublime Text, Visual Studio",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,52000,43000,2,3,Menos de un sueldo,Bono Sindical,Más de dos,41,6,En mi trabajo actual,Heterosexual,,,Android Developers Buenos Aires,101-200,Otras industrias,6,10,3,"Comidas pagas / subvencionadas, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","Mercado Libre, Despegar, Accenture."
Hombre,27,Ciudad Autónoma de Buenos Aires,3,3,3,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,Sí,Developer,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, CSS, HTML, Java, Javascript, SQL, TypeScript","Angular, Bootstrap, Cordova, jQuery, Spring, Vue.js","MariaDB, MSSQL, MongoDB, MySQL, Oracle, PostgreSQL","JUnit, SoapUI","NetBeans, Notepad++, Vim, Visual Studio Code",Windows,Android,No,0,Bruto,Full-Time,52000,43000,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,101-200,Servicios / Consultoría de Software / Digital,9,10,10,"Capacitaciones y/o cursos, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, WFH (Trabajar desde casa)",
Hombre,30,Ciudad Autónoma de Buenos Aires,7,0,0,0,Terciario,En curso,Tecnicatura Superior en Análisis de Sistemas,IFTS N 18,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Consultant,"AIX, HP-UX, Linux, Solaris, VMWare, Windows Server","Bash/Shell, SQL",,Oracle,SoapUI,Notepad++,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,52000,43000,4,4,No,No recibo bono,Uno,20,3,Jamás,Heterosexual,Visual,No,Nerdearla,11-50,Servicios / Consultoría de Software / Digital,5,1,2,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, WFH (Trabajar desde casa)",
Mujer,25,Ciudad Autónoma de Buenos Aires,4,3,1.5,0,Universitario,Incompleto,Ingeniería en Informática,,"Sí, de forma particular",Sí,No,Developer,Linux,"CSS, HTML, Javascript, PHP, SQL","Bootstrap, Node.js, React.js","MariaDB, MySQL",,"Atom, Visual Studio Code",Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,52000,43000,3,2,Menos de un sueldo,Performance individual,Uno,20,6,Jamás,Heterosexual,,,,201-500,Servicios / Consultoría de Software / Digital,8,7,7,WFH (Trabajar desde casa),
Hombre,34,Córdoba,12,2,2,0,Universitario,En curso,Licenciatura en Informática,Universidad Siglo 21,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Infosec,"Linux, Windows Server","Bash/Shell, Python, Ruby",,MSSQL,"Cucumber, RSpec, Selenium","IntelliJ, Sublime Text, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,52000,43000,2,2,Un sueldo,Mix de las anteriores,Dos,28,6,En un trabajo anterior,Heterosexual,,,,201-500,Producto basado en Software,8,9,13,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior","McAfee, Meli, Naranja y Olapic"
Hombre,43,Córdoba,21,13,6,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, los pagó un empleador",Sí,No,SysAdmin / DevOps / SRE,"HP-UX, Linux, Solaris",Bash/Shell,,,,,Windows,Android,"Sí, pasiva",1700,Neto,Full-Time,52000,43000,2,2,No,No recibo bono,Uno,13,4,En un trabajo anterior,Heterosexual,,,,10001+,Servicios / Consultoría de Software / Digital,5,5,20,"Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, WFH (Trabajar desde casa)",
Hombre,28,Jujuy,5,5,5,1,Universitario,Completado,Analista Programador Universitario,UNJu - Universidad Nacional de Jujuy,No,No,No,Developer,Amazon Web Services,"HTML, Javascript, PHP","Angular, Bootstrap, CodeIgniter, jQuery, Laravel, Node.js","MongoDB, MySQL","PHPUnit, Postman","Eclipse, Sublime Text, Visual Studio Code",Windows,iOS,No,0,Porcentaje de mi sueldo,Full-Time,52000,43000,3,3,No,No recibo bono,Uno,20,1,Jamás,Heterosexual,,,,1-10,Producto basado en Software,6,7,1,"Capacitaciones y/o cursos, Gimnasios gratuitos / subvencionados, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,27,Ciudad Autónoma de Buenos Aires,7,1,1,5,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Developer,"Linux, VMWare","Bash/Shell, Java","Hibernate, Spring",PostgreSQL,,"Eclipse, Sublime Text",Windows,Android,No,0,Bruto,Full-Time,52000,45000,4,4,De uno a tres sueldos,Mix de las anteriores,Uno,12,5,Jamás,Heterosexual,,No,,11-50,Servicios / Consultoría de Software / Digital,8,8,3,"Capacitaciones y/o cursos, Viáticos",
Hombre,33,Ciudad Autónoma de Buenos Aires,13,4,4,0,Secundario,Completado,Tecnicatura en Informática,,"Sí, de forma particular",No,No,Soporte técnico ,"Linux, Windows Server","SQL, VBA",,MySQL,,Notepad++,Linux,iOS,No,0,Porcentaje de mi sueldo,Full-Time,52000,45000,3,3,De uno a tres sueldos,Performance individual,Más de dos,19,5,Jamás,Heterosexual,,No,,2001-5000,Otras industrias,8,8,35,"Abono de celular y/o Internet, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados",
Hombre,28,GBA,2,0,1,0,Terciario,En curso,Analista de Sistemas,ORT,"Sí, de forma particular",No,Sí,Developer,,"CSS, HTML, Javascript, PHP, SQL","React.js, WordPress",MariaDB,,Visual Studio Code,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,52000,45000,3,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,"Nerdearla, CSSConfAr",101-200,Servicios / Consultoría de Software / Digital,7,7,6,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","MeLi, Auth0, MuleSoft, Medallia"
Hombre,30,Santa Fe,4,4,4,0,Universitario,Completado,Ingeniería en Informática,UNL - Universidad Nacional del Litoral,"Sí, de forma particular",No,Sí,Developer,Windows Server,".NET, C#, HTML, Javascript, SQL","Bootstrap, Hibernate, jQuery, Vue.js",MSSQL,"NUnit, TFS",Visual Studio,Windows,Android,No,0,Bruto,Full-Time,52000,45000,1,1,No,No recibo bono,Más de dos,50,6,Jamás,Heterosexual,,,,2001-5000,Otras industrias,3,7,1,Clases de idiomas,
Hombre,39,GBA,13,13,3,4,Secundario,Incompleto,,,"Sí, los pagó un empleador",Sí,Sí,Jefe infraestructura,"Docker, Google Cloud Platform/App Engine, Linux, VMWare, Windows Server",Bash/Shell,"Node.js, SAP","ElasticSearch, MariaDB, MSSQL, MySQL, Oracle",,"Atom, Eclipse, Nano, NetBeans, Notepad++, Sublime Text, Vi, Vim",Windows,iOS,"Sí, pasiva",0,Bruto,Full-Time,52000,48000,2,2,No,No recibo bono,Uno,10,3,Jamás,Heterosexual,,,redhat,2001-5000,Otras industrias,3,5,40,"Abono de celular y/o Internet, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado",mercado libre 
Hombre,31,GBA,6,1,1,0,Universitario,Completado,Ingeniería en Telecomunicaciones,Universidad Santa Maria,"Sí, de forma particular",No,No,Agent Analyst,Windows Server,,,,,,Windows,iOS,No,0,Porcentaje de mi sueldo,Full-Time,52000,49000,3,4,Menos de un sueldo,Mix de las anteriores,Uno,20,6,Jamás,Heterosexual,,,,51-100,Servicios / Consultoría de Software / Digital,10,10,6,"Abono de celular y/o Internet, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,31,Ciudad Autónoma de Buenos Aires,6,3,1,5,Posgrado,En curso,Ingeniería en Telecomunicaciones,UNITEC- Venezuela ,"Sí, los pagó un empleador",Sí,No,Auditor,"AIX, Amazon Web Services, HP-UX, Linux, Solaris, Windows Server",".NET, ABAP, C, C++, C#, HTML, Java, SQL",".NET Core, SAP, Spark","HANA, IBM Db2, Informix, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MySQL, Oracle, PostgreSQL",,,Windows,iOS,No,0,Porcentaje de mi sueldo,Full-Time,52000,64000,3,3,Un sueldo,Mix de las anteriores,Dos,21,6,Jamás,Homosexual,,No,Jornada de actualizacion,1001-2000,Otras industrias,10,10,7,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",Mercado libre
Mujer,28,Ciudad Autónoma de Buenos Aires,8,2,2,0,Universitario,Completado,Ingeniería en Informática,UADE - Universidad Argentina De la Empresa,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,"Linux, Mainframe, Windows Server",".NET, C#, COBOL, Javascript, SQL",knockout.js,"MSSQL, Oracle","NUnit, Selenium","Eclipse, Notepad++, Visual Studio, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,52000,,3,3,De uno a tres sueldos,Performance de la compañía,Uno,20,3,En un trabajo anterior,Heterosexual,,,,51-100,Servicios / Consultoría de Software / Digital,8,7,1,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, WFH (Trabajar desde casa)",
Hombre,29,Entre Ríos,7,5,5,0,Terciario,Completado,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,Sí,Developer,,"HTML, Javascript, TypeScript","Angular, Bootstrap",,,Visual Studio Code,Windows,Android,No,0,Porcentaje de mi sueldo,Part-Time,52200,42800,2,2,No,No recibo bono,Uno,10,2,Jamás,Heterosexual,,No,,1-10,Producto basado en Software,2,5,6,Comidas pagas / subvencionadas,mercado libre
Hombre,39,Ciudad Autónoma de Buenos Aires,12,12,8,0,Universitario,Completado,Licenciatura en Composición,UNQ - Universidad Nacional de Quilmes,"Sí, de forma particular",No,No,SysAdmin / DevOps / SRE,"Docker, Google Cloud Platform/App Engine, Kubernetes, Linux",,,MSSQL,,"Nano, Vi, Vim",Linux,Android,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,52200,45000,2,2,No,No recibo bono,Uno,5,6,Jamás,Heterosexual,,,,11-50,Servicios / Consultoría de Software / Digital,7,9,25,Ninguna de las anteriores,
Hombre,40,Mendoza,10,8,8,0,Posgrado,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",Sí,Sí,Developer,"Docker, Linux, VMWare","Java, SQL","jQuery, Spring","Oracle, PostgreSQL",JUnit,"Eclipse, Notepad++, Vi",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,52354,43454,3,2,No,No recibo bono,Uno,20,3,Jamás,Heterosexual,,,Amazon Aws,201-500,Otras industrias,8,8,15,Comidas pagas / subvencionadas,
Hombre,42,Ciudad Autónoma de Buenos Aires,1,3,1,0,Secundario,Completado,DBA,,No,No,No,DBA,"Kubernetes, Linux, VMWare, Windows Server",PHP,,"MariaDB, MSSQL, MySQL, PostgreSQL, Sybase",,"Notepad++, Visual Studio, Visual Studio Code",Windows,iOS,No,0,Bruto,Full-Time,52463,43545,2,2,No,No recibo bono,Uno,24.5,4,Jamás,Heterosexual,,No,,51-100,Servicios / Consultoría de Software / Digital,8,8,8,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,40,Santa Fe,19,2,2,0,Universitario,Completado,Ingeniería Electrónica,UNR - Universidad Nacional de Rosario,"Sí, de forma particular, Sí, los pagó un empleador",Sí,No,SysAdmin / DevOps / SRE,"Linux, Proxmox",Bash/Shell,"Angular, Drupal, Node.js, Spring, WordPress","ElasticSearch, Informix, MariaDB, MongoDB, MySQL, PostgreSQL",Postman,"Atom, Vim",Linux,Android,No,0,Neto,Full-Time,52471.62,52471.62,3,2,No,No recibo bono,Más de dos,20.2,6,En un trabajo anterior,Heterosexual,Auditiva,No,nerdear.la,10001+,Otras industrias,8,6,18,Horarios flexibles,"TECSO, Equality Coop"
Hombre,41,Provincia de Buenos Aires,5,10,10,0,Terciario,En curso,Analista de Sistemas,Universidad Siglo 21,No,No,Sí,Analista  funcional,"Azure, Kubernetes, Linux, VMWare, Windows Server",".NET, Java, SQL","Bootstrap, jQuery","MSSQL, MySQL, SQLite, Sybase",Postman,"Android Studio, Eclipse, IntelliJ, NetBeans, Notepad++, PyCharm, Visual Studio",Windows,Android,No,0,Bruto,Full-Time,52500,42000,2,2,No,No recibo bono,Uno,11,4,Jamás,Heterosexual,,,,201-500,Otras industrias,6,5,7,"Capacitaciones y/o cursos, Horarios flexibles, Licencia de paternidad/maternidad extendida",
Hombre,33,Provincia de Buenos Aires,11,2,1,1,Terciario,Incompleto,Tecnicatura Superior en Sistemas Informáticos,,"Sí, de forma particular",No,No,Coordinador de Soporte IT,Windows Server,,,,,,Windows,Android,"Sí, activa",0,Bruto,Full-Time,52600,41700,2,2,No,No recibo bono,Uno,19,3,En mi trabajo actual,Heterosexual,Visual,No,,501-1000,Otras industrias,3,1,60,"Abono de celular y/o Internet, Viáticos",
Hombre,30,Santa Fe,7,3,3,1,Universitario,Incompleto,Ingeniería en Sistemas de Información,UAI - Universidad Abierta Interamericana,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Storage / Backup,"Azure, Linux, VMWare, Windows Server","Python, PowerShell",Bootstrap,MSSQL,,"Notepad++, Visual Studio Code, PowerShell ISE",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,52681,42500,2,2,Un sueldo,Performance individual,Dos,25,6,En un trabajo anterior,Heterosexual,,,,10001+,Servicios / Consultoría de Software / Digital,5,9,1,"Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, WFH (Trabajar desde casa)",
Hombre,28,Ciudad Autónoma de Buenos Aires,3,0,3,0,Universitario,Completado,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,No,No,Sí,Developer,Linux,"Java, Javascript, SQL",,PostgreSQL,,,Linux,No tengo celular / no es Smartphone,No,0,Bruto,Full-Time,52800,47000,1,2,No,No recibo bono,No,0,0,Jamás,,,No,,11-50,Servicios / Consultoría de Software / Digital,4,4,10,Comidas pagas / subvencionadas,
Hombre,30,Río Negro,8,2,2,0,Terciario,Completado,Tecnicatura Superior en Desarrollo Web,UNCOMA - Universidad Nacional del Comahue,"Sí, de forma particular",No,Sí,Developer,"Google Cloud Platform/App Engine, Linux, VMWare","C#, CSS, HTML, Java, Javascript, PHP, SQL","Angular, Bootstrap, Django, jQuery, Laravel, Node.js, React.js, WordPress","Google Cloud Storage, MariaDB, MySQL, PostgreSQL",,"Android Studio, Eclipse, Sublime Text, Visual Studio, Visual Studio Code, Zend",Windows,Android,No,0,Bruto,Full-Time,52875,43800,2,3,Un sueldo,a,Más de dos,18,6,En mi trabajo actual,Heterosexual,,,"OWASP Latinoamerica, capacitaciones de plataformas SIU",51-100,Otras industrias,4,5,1,"Capacitaciones y/o cursos, Horarios flexibles",No estoy seguro.
